NCM,NCM_STR,NCM_DESCRICAO
62113990,62113990,Outras
62114200,62114200,-- De algodão
62114300,62114300,-- De fibras sintéticas ou artificiais
62114900,62114900,-- De outras matérias têxteis
62121000,62121000,- Sutiãs e bustiês (sutiãs de cós alto*)
62122000,62122000,- Cintas e cintas-calças
62123000,62123000,- Modeladores de torso inteiro (Cintas-sutiãs*)
62129000,62129000,- Outros
62132000,62132000,- De algodão
62139010,62139010,De seda ou de desperdícios de seda
62139090,62139090,Outros
62141000,62141000,- De seda ou de desperdícios de seda
62142000,62142000,- De lã ou de pelos finos
62143000,62143000,- De fibras sintéticas
62144000,62144000,- De fibras artificiais
62149010,62149010,De algodão
62149090,62149090,Outros
62151000,62151000,- De seda ou de desperdícios de seda
62152000,62152000,- De fibras sintéticas ou artificiais
62159000,62159000,- De outras matérias têxteis
62160000,62160000,"Luvas, mitenes e semelhantes."
62171000,62171000,- Acessórios
62179000,62179000,- Partes
63011000,63011000,"- Cobertores e mantas, elétricos"
63012000,63012000,"- Cobertores e mantas (exceto os elétricos), de lã ou de pelos finos"
63013000,63013000,"- Cobertores e mantas (exceto os elétricos), de algodão"
63014000,63014000,"- Cobertores e mantas (exceto os elétricos), de fibras sintéticas"
63019000,63019000,- Outros cobertores e mantas
63021000,63021000,"- Roupa de cama, de malha"
63022100,63022100,-- De algodão
63022200,63022200,-- De fibras sintéticas ou artificiais
63022900,63022900,-- De outras matérias têxteis
63023100,63023100,-- De algodão
63023200,63023200,-- De fibras sintéticas ou artificiais
63023900,63023900,-- De outras matérias têxteis
63024000,63024000,"- Roupa de mesa, de malha"
63025100,63025100,-- De algodão
63025300,63025300,-- De fibras sintéticas ou artificiais
63025910,63025910,De linho
63025990,63025990,Outras
63026000,63026000,"- Roupa de toucador ou de cozinha, de tecidos atoalhados (turcos) de algodão"
63029100,63029100,-- De algodão
63029300,63029300,-- De fibras sintéticas ou artificiais
63029910,63029910,De linho
63029990,63029990,Outras
63031200,63031200,-- De fibras sintéticas
63031910,63031910,De algodão
63031990,63031990,Outros
63039100,63039100,-- De algodão
63039200,63039200,-- De fibras sintéticas
63039900,63039900,-- De outras matérias têxteis
63041100,63041100,-- De malha
63041910,63041910,De algodão
63041990,63041990,De outras matérias têxteis
63042000,63042000,- Mosquiteiros para camas mencionados na Nota de subposição 1 do presente Capítulo
63049100,63049100,-- De malha
63049200,63049200,"-- De algodão, exceto de malha"
63049300,63049300,"-- De fibras sintéticas, exceto de malha"
63049900,63049900,"-- De outras matérias têxteis, exceto de malha"
63051000,63051000,- De juta ou de outras fibras têxteis liberianas da posição 53.03
63052000,63052000,- De algodão
63053200,63053200,-- Recipientes flexíveis para produtos a granel
63053310,63053310,De malha
63053390,63053390,Outros
63053900,63053900,-- Outros
63059000,63059000,- De outras matérias têxteis
63061200,63061200,-- De fibras sintéticas
63061910,63061910,De algodão
63061990,63061990,Outros
63062200,63062200,-- De fibras sintéticas
63062910,63062910,De algodão
63062990,63062990,Outros
63063010,63063010,De fibras sintéticas
63063090,63063090,De outras matérias têxteis
63064010,63064010,De algodão
63064090,63064090,De outras matérias têxteis
63069000,63069000,- Outros
63071000,63071000,"- Rodilhas, esfregões, panos de prato ou de cozinha, flanelas e artigos de limpeza semelhantes"
63072000,63072000,- Cintos e coletes salva-vidas
63079010,63079010,De falso tecido (tecido não tecido)
63079020,63079020,"Artigo tubular com tratamento ignífugo, próprio para saída de emergência de pessoas, mesmo com seus elementos de montagem"
63079090,63079090,Outros
63080000,63080000,"Sortidos constituídos por cortes de tecido e fios, mesmo com acessórios, para confecção de tapetes, tapeçarias, toalhas de mesa ou guardanapos, bordados, ou artigos têxteis semelhantes, em embalagens para venda a retalho."
63090010,63090010,"Vestuário, seus acessórios, e suas partes"
63090090,63090090,Outros
63101000,63101000,- Selecionados
63109000,63109000,- Outros
64011000,64011000,- Calçado com biqueira protetora de metal
64019200,64019200,"-- Cobrindo o tornozelo, mas não o joelho"
64019910,64019910,Cobrindo o joelho
64019990,64019990,Outro
64021200,64021200,-- Calçado para esqui e para surfe de neve
64021900,64021900,-- Outro
64022000,64022000,"- Calçado com parte superior em tiras ou correias, fixados à sola por pregos, tachas, pinos e semelhantes"
64029110,64029110,Com biqueira protetora de metal
64029190,64029190,Outro
64029910,64029910,Com biqueira protetora de metal
64029990,64029990,Outro
64031200,64031200,-- Calçado para esqui e para surfe de neve
64031900,64031900,-- Outro
64032000,64032000,- Calçado com sola exterior de couro natural e parte superior constituída por tiras de couro natural passando pelo peito do pé e envolvendo o dedo grande
64034000,64034000,"- Outro calçado, com biqueira protetora de metal"
64035110,64035110,Com sola de madeira e desprovido de palmilha
64035190,64035190,Outro
64035910,64035910,Com sola de madeira e desprovido de palmilha
64035990,64035990,Outro
64039110,64039110,Com sola de madeira e desprovido de palmilha
64039190,64039190,Outro
64039910,64039910,Com sola de madeira e desprovido de palmilha
64039990,64039990,Outro
64041100,64041100,"-- Calçado para esporte; calçado para tênis, basquetebol, ginástica, treino e semelhantes"
64041900,64041900,-- Outro
64042000,64042000,- Calçado com sola exterior de couro natural ou reconstituído
64051010,64051010,Com sola exterior de borracha ou plástico e parte superior de couro reconstituído
64051020,64051020,Com sola exterior de couro natural ou reconstituído e parte superior de couro reconstituído
64051090,64051090,Outro
64052000,64052000,- Com parte superior de matérias têxteis
64059000,64059000,- Outro
64061000,64061000,"- Partes superiores de calçado e seus componentes, exceto contrafortes e biqueiras rígidas"
64062000,64062000,"- Solas exteriores e saltos, de borracha ou plástico"
64069010,64069010,"Solas exteriores e saltos, de couro natural ou reconstituído"
64069020,64069020,Palmilhas
64069090,64069090,Outros
65010000,65010000,"Esboços não enformados nem na copa nem na aba, discos e cilindros, mesmo cortados no sentido da altura, de feltro, para chapéus."
65020010,65020010,"De palha fina (manila, panamá e semelhantes)"
65020090,65020090,Outros
65040010,65040010,"De palha fina (manila, panamá e semelhantes)"
65040090,65040090,Outros
65050011,65050011,De algodão
65050012,65050012,De fibras sintéticas ou artificiais
65050019,65050019,De outras matérias têxteis
65050021,65050021,De algodão
65050022,65050022,De fibras sintéticas ou artificiais
65050029,65050029,De outras matérias têxteis
65050031,65050031,De algodão
65050032,65050032,De fibras sintéticas ou artificiais
65050039,65050039,De outras matérias têxteis
65050090,65050090,Outros
65061000,65061000,"- Capacetes e artigos de uso semelhante, de proteção"
65069100,65069100,-- De borracha ou de plástico
65069900,65069900,-- De outras matérias
65070000,65070000,"Carneiras, forros, capas, armações, palas e barbicachos (francaletes*), para chapéus e artigos de uso semelhante."
66011000,66011000,- Guarda-sóis de jardim e artigos semelhantes
66019110,66019110,Cobertos de tecido de seda ou de matérias têxteis sintéticas ou artificiais
66019190,66019190,Outros
66019900,66019900,-- Outros
66020000,66020000,"Bengalas, bengalas-assentos, chicotes, pingalins e artigos semelhantes."
66032000,66032000,"- Armações montadas, mesmo com hastes ou cabos, para guarda-chuvas, sombrinhas ou guarda-sóis"
66039000,66039000,- Outros
67010000,67010000,"Peles e outras partes de aves, com as suas penas ou penugem, penas, partes de penas, penugem e artigos destas matérias, exceto os produtos da posição 05.05, bem como os cálamos e outros canos de"
67010000,67010000,"Pena solta; pele com pena, inteira, em parte, emendada ou não"
67010000,67010000,"Artefatos de peles de aves providas de suas penas, de penas, de partes de penas e de penugem, exceto leques e ventarolas"
67010000,67010000,Leques e ventarolas
67021000,67021000,- De plástico
67029000,67029000,- De outras matérias
67030000,67030000,"Cabelo disposto no mesmo sentido, adelgaçado, branqueado ou preparado de outro modo; lã, pelos e outras matérias têxteis, preparados para fabricação de perucas ou de artigos semelhantes."
67041100,67041100,-- Perucas completas
67041900,67041900,-- Outros
67042000,67042000,- De cabelo
67049000,67049000,- De outras matérias
68010000,68010000,"Pedras para calcetar, meios-fios (lancis) e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)."
68021000,68021000,"- Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma diferente da quadrada ou retangular, cuja maior superfície possa ser inscrita num quadrado de lado inferior a 7 cm; grânulos, fragmentos e pós, corados artificialmente"
68021000,68021000,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022100,68022100,"-- Mármore, travertino e alabastro"
68022100,68022100,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022300,68022300,-- Granito
68022300,68022300,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68022900,68022900,-- Outras pedras
68022900,68022900,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029100,68029100,"-- Mármore, travertino e alabastro"
68029100,68029100,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029200,68029200,-- Outras pedras calcárias
68029200,68029200,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029310,68029310,Esferas para moinho
68029390,68029390,Outros
68029390,68029390,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68029910,68029910,Esferas para moinho
68029990,68029990,Outras
68029990,68029990,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68030000,68030000,Ardósia natural trabalhada e obras de ardósia natural ou aglomerada.
68030000,68030000,Ladrilhos e placas (lajes) para pavimentação ou revestimento
68041000,68041000,- Mós para moer ou desfibrar
68042111,68042111,Aglomerados com resina
68042119,68042119,Outros
68042190,68042190,Outros
68042211,68042211,Aglomerados com resina
68042219,68042219,Outros
68042290,68042290,Outros
68042300,68042300,-- De pedras naturais
68043000,68043000,"- Pedras para amolar ou para polir, manualmente"
68051000,68051000,- Aplicados apenas sobre tecidos de matérias têxteis
68052000,68052000,- Aplicados apenas sobre papel ou cartão
68053010,68053010,Com suporte de papel ou cartão combinados com matérias têxteis
68053020,68053020,Discos de fibra vulcanizada recobertos com óxido de alumínio ou carboneto de silício
68053090,68053090,Outros
68061000,68061000,"- Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos"
68061000,68061000,Lã de rocha e lã mineral
68062000,68062000,"- Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si"
68069010,68069010,Aluminosos ou silicoaluminosos
68069090,68069090,Outros
68069090,68069090,Obras de lã de rocha e de lã mineral
68071000,68071000,- Em rolos
68079000,68079000,- Outras
68079000,68079000,Telhas onduladas
68080000,68080000,"Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, palha ou aparas, partículas, serragem (serradura) ou outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais."
68091100,68091100,-- Revestidos ou reforçados exclusivamente com papel ou cartão
68091900,68091900,-- Outros
68099000,68099000,- Outras obras
68101100,68101100,-- Blocos e tijolos para a construção
68101900,68101900,-- Outros
68109100,68109100,-- Elementos pré-fabricados para a construção ou engenharia civil
68109900,68109900,-- Outras
68114000,68114000,- Que contenham amianto
68118100,68118100,-- Placas onduladas
68118200,68118200,"-- Outras placas, painéis, ladrilhos, telhas e artigos semelhantes"
68118900,68118900,-- Outras obras
68128000,68128000,- De crocidolita
68129100,68129100,"-- Vestuário, acessórios de vestuário, calçado e chapéus"
68129910,68129910,Juntas e outros elementos com função semelhante de vedação
68129920,68129920,"Amianto trabalhado, em fibras"
68129930,68129930,Misturas à base de amianto ou à base de amianto e carbonato de magnésio
68129990,68129990,Outras
68132000,68132000,- Que contenham amianto
68132000,68132000,Guarnições para freios e disco de fricção para embreagens
68138110,68138110,Pastilhas
68138190,68138190,Outras
68138910,68138910,Disco de fricção para embreagens
68138990,68138990,Outras
68141000,68141000,"- Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte"
68149000,68149000,- Outras
68151100,68151100,-- Fibras de carbono
68151200,68151200,-- Têxteis de fibras de carbono
68151300,68151300,-- Outras obras de fibras de carbono
68151900,68151900,-- Outras
68152000,68152000,- Obras de turfa
68159110,68159110,"Crus, aglomerados com aglutinante químico"
68159190,68159190,Outras
68159911,68159911,"Com um teor de alumina (Al2O3), igual ou superior a 90 %, em peso"
68159912,68159912,"Com um teor de silica (SiO2) igual ou superior a 90 %, em peso"
68159913,68159913,"Com um teor, em peso, de óxido de zircônio (ZrO2) igual ou superior a 50 % mesmo com um conteúdo de alumina inferior a 45 %"
68159914,68159914,"Constituídas por uma mistura ou combinação de alumina (Al2O3), silica (SiO2) e óxido de zircônio (ZrO2), com um teor, em peso, de alumina igual ou superior a 45 %, mas inferior a 90 % ou com um conteúdo, em peso, de óxido de zircônio (ZrO2) igual ou superior a 20 %, mas inferior a 50 %"
